id,remitente,contenido,fecha_hora
198,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:52
199,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:53
200,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:55
201,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:55
202,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:55
203,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:55
204,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:57
205,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:58
206,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:58
207,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:58
208,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:21:00
209,Empleo en Bogotá,618 k seguidores,2025-10-14 15:21:00
210,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:21:00
211,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:21:01
212,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:21:03
213,Empleo en Bogotá,618 k seguidores,2025-10-14 15:21:03
214,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:21:03
215,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:21:04
216,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:21:07
217,Empleo en Bogotá,618 k seguidores,2025-10-14 15:21:07
218,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:21:07
219,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:21:07
220,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:21:10
221,Empleo en Bogotá,618 k seguidores,2025-10-14 15:21:10
222,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:21:10
223,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:21:10
224,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:21:13
225,Empleo en Bogotá,618 k seguidores,2025-10-14 15:21:13
226,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:21:13
227,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:21:13
228,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:21:16
229,Empleo en Bogotá,618 k seguidores,2025-10-14 15:21:16
230,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:21:16
231,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:21:17
232,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:21:19
233,Empleo en Bogotá,618 k seguidores,2025-10-14 15:21:19
234,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:21:19
235,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:21:20
236,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:21:22
237,Empleo en Bogotá,618 k seguidores,2025-10-14 15:21:22
238,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:21:22
239,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:21:22
240,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:21:25
241,Empleo en Bogotá,618 k seguidores,2025-10-14 15:21:25
242,Empleo en Bogotá,"No te quedes por fuera, inscríbete ya en www.desarrolloeconomico.gov.co/megaferia/",2025-10-14 15:21:25
243,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:21:29
244,Empleo en Bogotá,618 k seguidores,2025-10-14 15:21:30
245,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:21:38
246,Empleo en Bogotá,618 k seguidores,2025-10-14 15:21:38
247,Empleo en Bogotá,"Gi Group Staffing está buscando 60 vacantes:
 • Auxiliares de producción
 • Técnicos mecánicos industriales
 • Técnicos electrónicos
 • Prevendedores
 • Promotores mercaderistas
 • Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)
 Requisitos: Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).
 2 de octubre de 2025
 8:30 a.m. – 12:30 m.
 Centro Comercial Fiesta Suba – Cl. 147 #101-56
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:21:38
248,Empleo en Bogotá,"¡Atención Suba! 
Mañana 30 de septiembre llega la Unidad Móvil de la Agencia Distrital de Empleo con más de  oportunidades laborales en cargos como:
 Auxiliares de operaciones
 Asesores call center
 Conductores C2 y C3 
 Mercaderistas y vendedores TAT con moto 
 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
 Enfermeros y auxiliares de enfermería 
… ¡y muchos más perfiles!
 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
 Fecha: Mañana, 30 de septiembre
 Hora: 8:00 a.m. – 4:00 p.m.
Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:21:38
249,Empleo en Bogotá,"¡Hola, feliz martes!
Hoy hace frío en Bogotá, pero nuestra Unidad Móvil de Empleo ya está calentando baterías para ofrecerte las mejores oportunidades de trabajo y formación.",2025-10-14 15:21:39
250,Empleo en Bogotá,"La Unidad Móvil de Empleo empieza a rodar en Bogotá: primera parada, Suba
Ya estamos aquí para que conozcas vacantes, recibas asesoría y accedas a servicios gratuitos de intermediación laboral.
 Desde hoy hasta el 4 de octubre
 8:00 a. m. – 4:00 p. m.
 Más de 400 oportunidades laborales
 Plazoleta de acceso 1, C.C. Plaza Imperial
 Conoce todos los detalles aquí: https://desarrolloeconomico.gov.co/el-bus-del-empleo-empieza-a-rodar-en-bogota-primera-parada-suba/",2025-10-14 15:21:39
251,Empleo en Bogotá,"¡Atención Suba! 
Hoy la Unidad Móvil de la Agencia Distrital de Empleo está lista con más de 330 trabajos disponibles en cargos como:
 Auxiliares de operaciones
 Conductores C2 y C3 
 Call center ventas
 Mercaderistas y vendedores TAT con moto
 Enfermeros y auxiliares de enfermería… ¡y muchos más!
 Centro Comercial Plaza Imperial – Entrada 1
 Del 30 de septiembre al 4 de octubre
 Lunes a viernes: 8 a.m. – 4 p.m.
 Sábado: hasta el mediodía
Trae tu hoja de vida y documento de identificación. ¡El empleo está más cerca de lo que crees!",2025-10-14 15:21:39
252,Empleo en Bogotá,"Vacante para bachilleres
Esta convocatoria de empleo presencial es para ti.
Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.
 Nivel educativo: Bachiller
 Experiencia: Con o sin experiencia
 Contrato: Indefinido
 Horario: Rotativo
 ¿Cuándo?: Miércoles 1 de octubre de 2025
 Hora: 8:00 a.m a 12:00 m
 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:21:39
253,Empleo en Bogotá,"🔎 *Gi Group Staffing está buscando 60 vacantes:*

	•	Auxiliares de producción
	•	Técnicos mecánicos industriales
	•	Técnicos electrónicos
	•	Prevendedores
	•	Promotores mercaderistas
	•	Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)

👉 *Requisitos:* Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).

📅 2 de octubre de 2025
⏰ 8:30 a.m. – 12:30 m.
📍 Centro Comercial Fiesta Suba – Cl. 147 #101-56

✅ *Confirma tu asistencia aquí:* https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:21:39
254,Empleo en Bogotá,"🚨 ¡Atención Suba! 🚨

Mañana 30 de septiembre llega la *Unidad Móvil de la Agencia Distrital de Empleo* con más de 3️⃣3️⃣0️⃣ oportunidades laborales en cargos como:

🔹 Auxiliares de operaciones
🔹 Asesores call center
🔹 Conductores C2 y C3 🚛
🔹 Mercaderistas y vendedores TAT con moto 🏍️
🔹 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
🔹 Enfermeros y auxiliares de enfermería 👩‍⚕️
… ¡y muchos más perfiles!

📍 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
🗓️ Fecha: Mañana, 30 de septiembre
⏰ Hora: 8:00 a.m. – 4:00 p.m.

Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:21:40
255,Empleo en Bogotá,3️⃣,2025-10-14 15:21:40
256,Empleo en Bogotá,0️⃣,2025-10-14 15:21:40
257,Empleo en Bogotá,"🔵 Vacante para bachilleres

Esta convocatoria de empleo presencial es para ti.

Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.

📚 Nivel educativo: Bachiller
💡 Experiencia: Con o sin experiencia
📑 Contrato: Indefinido
🕒 Horario: Rotativo

📅 ¿Cuándo?: Miércoles 1 de octubre de 2025
🕜 Hora: 8:00 a.m a 12:00 m
📍 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).

📲 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:21:41
258,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:21:43
259,Empleo en Bogotá,618 k seguidores,2025-10-14 15:21:43
260,Empleo en Bogotá,"Gi Group Staffing está buscando 60 vacantes:
 • Auxiliares de producción
 • Técnicos mecánicos industriales
 • Técnicos electrónicos
 • Prevendedores
 • Promotores mercaderistas
 • Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)
 Requisitos: Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).
 2 de octubre de 2025
 8:30 a.m. – 12:30 m.
 Centro Comercial Fiesta Suba – Cl. 147 #101-56
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:21:43
261,Empleo en Bogotá,"¡Atención Suba! 
Mañana 30 de septiembre llega la Unidad Móvil de la Agencia Distrital de Empleo con más de  oportunidades laborales en cargos como:
 Auxiliares de operaciones
 Asesores call center
 Conductores C2 y C3 
 Mercaderistas y vendedores TAT con moto 
 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
 Enfermeros y auxiliares de enfermería 
… ¡y muchos más perfiles!
 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
 Fecha: Mañana, 30 de septiembre
 Hora: 8:00 a.m. – 4:00 p.m.
Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:21:43
262,Empleo en Bogotá,"¡Hola, feliz martes!
Hoy hace frío en Bogotá, pero nuestra Unidad Móvil de Empleo ya está calentando baterías para ofrecerte las mejores oportunidades de trabajo y formación.",2025-10-14 15:21:43
263,Empleo en Bogotá,"La Unidad Móvil de Empleo empieza a rodar en Bogotá: primera parada, Suba
Ya estamos aquí para que conozcas vacantes, recibas asesoría y accedas a servicios gratuitos de intermediación laboral.
 Desde hoy hasta el 4 de octubre
 8:00 a. m. – 4:00 p. m.
 Más de 400 oportunidades laborales
 Plazoleta de acceso 1, C.C. Plaza Imperial
 Conoce todos los detalles aquí: https://desarrolloeconomico.gov.co/el-bus-del-empleo-empieza-a-rodar-en-bogota-primera-parada-suba/",2025-10-14 15:21:43
264,Empleo en Bogotá,"¡Atención Suba! 
Hoy la Unidad Móvil de la Agencia Distrital de Empleo está lista con más de 330 trabajos disponibles en cargos como:
 Auxiliares de operaciones
 Conductores C2 y C3 
 Call center ventas
 Mercaderistas y vendedores TAT con moto
 Enfermeros y auxiliares de enfermería… ¡y muchos más!
 Centro Comercial Plaza Imperial – Entrada 1
 Del 30 de septiembre al 4 de octubre
 Lunes a viernes: 8 a.m. – 4 p.m.
 Sábado: hasta el mediodía
Trae tu hoja de vida y documento de identificación. ¡El empleo está más cerca de lo que crees!",2025-10-14 15:21:43
265,Empleo en Bogotá,"Vacante para bachilleres
Esta convocatoria de empleo presencial es para ti.
Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.
 Nivel educativo: Bachiller
 Experiencia: Con o sin experiencia
 Contrato: Indefinido
 Horario: Rotativo
 ¿Cuándo?: Miércoles 1 de octubre de 2025
 Hora: 8:00 a.m a 12:00 m
 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:21:43
266,Empleo en Bogotá,"🔎 *Gi Group Staffing está buscando 60 vacantes:*

	•	Auxiliares de producción
	•	Técnicos mecánicos industriales
	•	Técnicos electrónicos
	•	Prevendedores
	•	Promotores mercaderistas
	•	Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)

👉 *Requisitos:* Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).

📅 2 de octubre de 2025
⏰ 8:30 a.m. – 12:30 m.
📍 Centro Comercial Fiesta Suba – Cl. 147 #101-56

✅ *Confirma tu asistencia aquí:* https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:21:44
267,Empleo en Bogotá,"🚨 ¡Atención Suba! 🚨

Mañana 30 de septiembre llega la *Unidad Móvil de la Agencia Distrital de Empleo* con más de 3️⃣3️⃣0️⃣ oportunidades laborales en cargos como:

🔹 Auxiliares de operaciones
🔹 Asesores call center
🔹 Conductores C2 y C3 🚛
🔹 Mercaderistas y vendedores TAT con moto 🏍️
🔹 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
🔹 Enfermeros y auxiliares de enfermería 👩‍⚕️
… ¡y muchos más perfiles!

📍 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
🗓️ Fecha: Mañana, 30 de septiembre
⏰ Hora: 8:00 a.m. – 4:00 p.m.

Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:21:44
268,Empleo en Bogotá,3️⃣,2025-10-14 15:21:44
269,Empleo en Bogotá,0️⃣,2025-10-14 15:21:44
270,Empleo en Bogotá,"🔵 Vacante para bachilleres

Esta convocatoria de empleo presencial es para ti.

Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.

📚 Nivel educativo: Bachiller
💡 Experiencia: Con o sin experiencia
📑 Contrato: Indefinido
🕒 Horario: Rotativo

📅 ¿Cuándo?: Miércoles 1 de octubre de 2025
🕜 Hora: 8:00 a.m a 12:00 m
📍 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).

📲 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:21:45
271,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:21:47
272,Empleo en Bogotá,618 k seguidores,2025-10-14 15:21:47
273,Empleo en Bogotá,"Gi Group Staffing está buscando 60 vacantes:
 • Auxiliares de producción
 • Técnicos mecánicos industriales
 • Técnicos electrónicos
 • Prevendedores
 • Promotores mercaderistas
 • Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)
 Requisitos: Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).
 2 de octubre de 2025
 8:30 a.m. – 12:30 m.
 Centro Comercial Fiesta Suba – Cl. 147 #101-56
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:21:47
274,Empleo en Bogotá,"¡Atención Suba! 
Mañana 30 de septiembre llega la Unidad Móvil de la Agencia Distrital de Empleo con más de  oportunidades laborales en cargos como:
 Auxiliares de operaciones
 Asesores call center
 Conductores C2 y C3 
 Mercaderistas y vendedores TAT con moto 
 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
 Enfermeros y auxiliares de enfermería 
… ¡y muchos más perfiles!
 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
 Fecha: Mañana, 30 de septiembre
 Hora: 8:00 a.m. – 4:00 p.m.
Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:21:47
275,Empleo en Bogotá,"¡Hola, feliz martes!
Hoy hace frío en Bogotá, pero nuestra Unidad Móvil de Empleo ya está calentando baterías para ofrecerte las mejores oportunidades de trabajo y formación.",2025-10-14 15:21:47
276,Empleo en Bogotá,"La Unidad Móvil de Empleo empieza a rodar en Bogotá: primera parada, Suba
Ya estamos aquí para que conozcas vacantes, recibas asesoría y accedas a servicios gratuitos de intermediación laboral.
 Desde hoy hasta el 4 de octubre
 8:00 a. m. – 4:00 p. m.
 Más de 400 oportunidades laborales
 Plazoleta de acceso 1, C.C. Plaza Imperial
 Conoce todos los detalles aquí: https://desarrolloeconomico.gov.co/el-bus-del-empleo-empieza-a-rodar-en-bogota-primera-parada-suba/",2025-10-14 15:21:47
277,Empleo en Bogotá,"¡Atención Suba! 
Hoy la Unidad Móvil de la Agencia Distrital de Empleo está lista con más de 330 trabajos disponibles en cargos como:
 Auxiliares de operaciones
 Conductores C2 y C3 
 Call center ventas
 Mercaderistas y vendedores TAT con moto
 Enfermeros y auxiliares de enfermería… ¡y muchos más!
 Centro Comercial Plaza Imperial – Entrada 1
 Del 30 de septiembre al 4 de octubre
 Lunes a viernes: 8 a.m. – 4 p.m.
 Sábado: hasta el mediodía
Trae tu hoja de vida y documento de identificación. ¡El empleo está más cerca de lo que crees!",2025-10-14 15:21:47
