id,remitente,contenido,fecha_hora
331,Empleo en Bogotá,"Vacante para bachilleres
Esta convocatoria de empleo presencial es para ti.
Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.
 Nivel educativo: Bachiller
 Experiencia: Con o sin experiencia
 Contrato: Indefinido
 Horario: Rotativo
 ¿Cuándo?: Miércoles 1 de octubre de 2025
 Hora: 8:00 a.m a 12:00 m
 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:22:06
332,Empleo en Bogotá,"🔎 *Gi Group Staffing está buscando 60 vacantes:*

	•	Auxiliares de producción
	•	Técnicos mecánicos industriales
	•	Técnicos electrónicos
	•	Prevendedores
	•	Promotores mercaderistas
	•	Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)

👉 *Requisitos:* Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).

📅 2 de octubre de 2025
⏰ 8:30 a.m. – 12:30 m.
📍 Centro Comercial Fiesta Suba – Cl. 147 #101-56

✅ *Confirma tu asistencia aquí:* https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:22:07
333,Empleo en Bogotá,"🚨 ¡Atención Suba! 🚨

Mañana 30 de septiembre llega la *Unidad Móvil de la Agencia Distrital de Empleo* con más de 3️⃣3️⃣0️⃣ oportunidades laborales en cargos como:

🔹 Auxiliares de operaciones
🔹 Asesores call center
🔹 Conductores C2 y C3 🚛
🔹 Mercaderistas y vendedores TAT con moto 🏍️
🔹 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
🔹 Enfermeros y auxiliares de enfermería 👩‍⚕️
… ¡y muchos más perfiles!

📍 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
🗓️ Fecha: Mañana, 30 de septiembre
⏰ Hora: 8:00 a.m. – 4:00 p.m.

Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:22:07
334,Empleo en Bogotá,3️⃣,2025-10-14 15:22:07
335,Empleo en Bogotá,0️⃣,2025-10-14 15:22:07
336,Empleo en Bogotá,"🔵 Vacante para bachilleres

Esta convocatoria de empleo presencial es para ti.

Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.

📚 Nivel educativo: Bachiller
💡 Experiencia: Con o sin experiencia
📑 Contrato: Indefinido
🕒 Horario: Rotativo

📅 ¿Cuándo?: Miércoles 1 de octubre de 2025
🕜 Hora: 8:00 a.m a 12:00 m
📍 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).

📲 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:22:08
337,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:22:10
338,Empleo en Bogotá,618 k seguidores,2025-10-14 15:22:10
339,Empleo en Bogotá,"Gi Group Staffing está buscando 60 vacantes:
 • Auxiliares de producción
 • Técnicos mecánicos industriales
 • Técnicos electrónicos
 • Prevendedores
 • Promotores mercaderistas
 • Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)
 Requisitos: Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).
 2 de octubre de 2025
 8:30 a.m. – 12:30 m.
 Centro Comercial Fiesta Suba – Cl. 147 #101-56
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:22:10
340,Empleo en Bogotá,"¡Atención Suba! 
Mañana 30 de septiembre llega la Unidad Móvil de la Agencia Distrital de Empleo con más de  oportunidades laborales en cargos como:
 Auxiliares de operaciones
 Asesores call center
 Conductores C2 y C3 
 Mercaderistas y vendedores TAT con moto 
 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
 Enfermeros y auxiliares de enfermería 
… ¡y muchos más perfiles!
 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
 Fecha: Mañana, 30 de septiembre
 Hora: 8:00 a.m. – 4:00 p.m.
Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:22:10
341,Empleo en Bogotá,"¡Hola, feliz martes!
Hoy hace frío en Bogotá, pero nuestra Unidad Móvil de Empleo ya está calentando baterías para ofrecerte las mejores oportunidades de trabajo y formación.",2025-10-14 15:22:10
342,Empleo en Bogotá,"La Unidad Móvil de Empleo empieza a rodar en Bogotá: primera parada, Suba
Ya estamos aquí para que conozcas vacantes, recibas asesoría y accedas a servicios gratuitos de intermediación laboral.
 Desde hoy hasta el 4 de octubre
 8:00 a. m. – 4:00 p. m.
 Más de 400 oportunidades laborales
 Plazoleta de acceso 1, C.C. Plaza Imperial
 Conoce todos los detalles aquí: https://desarrolloeconomico.gov.co/el-bus-del-empleo-empieza-a-rodar-en-bogota-primera-parada-suba/",2025-10-14 15:22:10
343,Empleo en Bogotá,"¡Atención Suba! 
Hoy la Unidad Móvil de la Agencia Distrital de Empleo está lista con más de 330 trabajos disponibles en cargos como:
 Auxiliares de operaciones
 Conductores C2 y C3 
 Call center ventas
 Mercaderistas y vendedores TAT con moto
 Enfermeros y auxiliares de enfermería… ¡y muchos más!
 Centro Comercial Plaza Imperial – Entrada 1
 Del 30 de septiembre al 4 de octubre
 Lunes a viernes: 8 a.m. – 4 p.m.
 Sábado: hasta el mediodía
Trae tu hoja de vida y documento de identificación. ¡El empleo está más cerca de lo que crees!",2025-10-14 15:22:10
344,Empleo en Bogotá,"Vacante para bachilleres
Esta convocatoria de empleo presencial es para ti.
Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.
 Nivel educativo: Bachiller
 Experiencia: Con o sin experiencia
 Contrato: Indefinido
 Horario: Rotativo
 ¿Cuándo?: Miércoles 1 de octubre de 2025
 Hora: 8:00 a.m a 12:00 m
 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:22:10
345,Empleo en Bogotá,"🔎 *Gi Group Staffing está buscando 60 vacantes:*

	•	Auxiliares de producción
	•	Técnicos mecánicos industriales
	•	Técnicos electrónicos
	•	Prevendedores
	•	Promotores mercaderistas
	•	Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)

👉 *Requisitos:* Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).

📅 2 de octubre de 2025
⏰ 8:30 a.m. – 12:30 m.
📍 Centro Comercial Fiesta Suba – Cl. 147 #101-56

✅ *Confirma tu asistencia aquí:* https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:22:11
346,Empleo en Bogotá,"🚨 ¡Atención Suba! 🚨

Mañana 30 de septiembre llega la *Unidad Móvil de la Agencia Distrital de Empleo* con más de 3️⃣3️⃣0️⃣ oportunidades laborales en cargos como:

🔹 Auxiliares de operaciones
🔹 Asesores call center
🔹 Conductores C2 y C3 🚛
🔹 Mercaderistas y vendedores TAT con moto 🏍️
🔹 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
🔹 Enfermeros y auxiliares de enfermería 👩‍⚕️
… ¡y muchos más perfiles!

📍 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
🗓️ Fecha: Mañana, 30 de septiembre
⏰ Hora: 8:00 a.m. – 4:00 p.m.

Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:22:11
347,Empleo en Bogotá,3️⃣,2025-10-14 15:22:11
348,Empleo en Bogotá,0️⃣,2025-10-14 15:22:11
349,Empleo en Bogotá,"🔵 Vacante para bachilleres

Esta convocatoria de empleo presencial es para ti.

Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.

📚 Nivel educativo: Bachiller
💡 Experiencia: Con o sin experiencia
📑 Contrato: Indefinido
🕒 Horario: Rotativo

📅 ¿Cuándo?: Miércoles 1 de octubre de 2025
🕜 Hora: 8:00 a.m a 12:00 m
📍 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).

📲 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:22:12
350,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:22:14
351,Empleo en Bogotá,618 k seguidores,2025-10-14 15:22:14
352,Empleo en Bogotá,"Gi Group Staffing está buscando 60 vacantes:
 • Auxiliares de producción
 • Técnicos mecánicos industriales
 • Técnicos electrónicos
 • Prevendedores
 • Promotores mercaderistas
 • Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)
 Requisitos: Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).
 2 de octubre de 2025
 8:30 a.m. – 12:30 m.
 Centro Comercial Fiesta Suba – Cl. 147 #101-56
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:22:14
353,Empleo en Bogotá,"¡Atención Suba! 
Mañana 30 de septiembre llega la Unidad Móvil de la Agencia Distrital de Empleo con más de  oportunidades laborales en cargos como:
 Auxiliares de operaciones
 Asesores call center
 Conductores C2 y C3 
 Mercaderistas y vendedores TAT con moto 
 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
 Enfermeros y auxiliares de enfermería 
… ¡y muchos más perfiles!
 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
 Fecha: Mañana, 30 de septiembre
 Hora: 8:00 a.m. – 4:00 p.m.
Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:22:14
354,Empleo en Bogotá,"¡Hola, feliz martes!
Hoy hace frío en Bogotá, pero nuestra Unidad Móvil de Empleo ya está calentando baterías para ofrecerte las mejores oportunidades de trabajo y formación.",2025-10-14 15:22:14
355,Empleo en Bogotá,"La Unidad Móvil de Empleo empieza a rodar en Bogotá: primera parada, Suba
Ya estamos aquí para que conozcas vacantes, recibas asesoría y accedas a servicios gratuitos de intermediación laboral.
 Desde hoy hasta el 4 de octubre
 8:00 a. m. – 4:00 p. m.
 Más de 400 oportunidades laborales
 Plazoleta de acceso 1, C.C. Plaza Imperial
 Conoce todos los detalles aquí: https://desarrolloeconomico.gov.co/el-bus-del-empleo-empieza-a-rodar-en-bogota-primera-parada-suba/",2025-10-14 15:22:14
356,Empleo en Bogotá,"¡Atención Suba! 
Hoy la Unidad Móvil de la Agencia Distrital de Empleo está lista con más de 330 trabajos disponibles en cargos como:
 Auxiliares de operaciones
 Conductores C2 y C3 
 Call center ventas
 Mercaderistas y vendedores TAT con moto
 Enfermeros y auxiliares de enfermería… ¡y muchos más!
 Centro Comercial Plaza Imperial – Entrada 1
 Del 30 de septiembre al 4 de octubre
 Lunes a viernes: 8 a.m. – 4 p.m.
 Sábado: hasta el mediodía
Trae tu hoja de vida y documento de identificación. ¡El empleo está más cerca de lo que crees!",2025-10-14 15:22:15
357,Empleo en Bogotá,"Vacante para bachilleres
Esta convocatoria de empleo presencial es para ti.
Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.
 Nivel educativo: Bachiller
 Experiencia: Con o sin experiencia
 Contrato: Indefinido
 Horario: Rotativo
 ¿Cuándo?: Miércoles 1 de octubre de 2025
 Hora: 8:00 a.m a 12:00 m
 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:22:15
358,Empleo en Bogotá,"🔎 *Gi Group Staffing está buscando 60 vacantes:*

	•	Auxiliares de producción
	•	Técnicos mecánicos industriales
	•	Técnicos electrónicos
	•	Prevendedores
	•	Promotores mercaderistas
	•	Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)

👉 *Requisitos:* Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).

📅 2 de octubre de 2025
⏰ 8:30 a.m. – 12:30 m.
📍 Centro Comercial Fiesta Suba – Cl. 147 #101-56

✅ *Confirma tu asistencia aquí:* https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:22:15
359,Empleo en Bogotá,"🚨 ¡Atención Suba! 🚨

Mañana 30 de septiembre llega la *Unidad Móvil de la Agencia Distrital de Empleo* con más de 3️⃣3️⃣0️⃣ oportunidades laborales en cargos como:

🔹 Auxiliares de operaciones
🔹 Asesores call center
🔹 Conductores C2 y C3 🚛
🔹 Mercaderistas y vendedores TAT con moto 🏍️
🔹 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
🔹 Enfermeros y auxiliares de enfermería 👩‍⚕️
… ¡y muchos más perfiles!

📍 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
🗓️ Fecha: Mañana, 30 de septiembre
⏰ Hora: 8:00 a.m. – 4:00 p.m.

Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:22:15
360,Empleo en Bogotá,3️⃣,2025-10-14 15:22:15
361,Empleo en Bogotá,0️⃣,2025-10-14 15:22:15
362,Empleo en Bogotá,"🔵 Vacante para bachilleres

Esta convocatoria de empleo presencial es para ti.

Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.

📚 Nivel educativo: Bachiller
💡 Experiencia: Con o sin experiencia
📑 Contrato: Indefinido
🕒 Horario: Rotativo

📅 ¿Cuándo?: Miércoles 1 de octubre de 2025
🕜 Hora: 8:00 a.m a 12:00 m
📍 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).

📲 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:22:16
363,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:22:18
364,Empleo en Bogotá,618 k seguidores,2025-10-14 15:22:18
365,Empleo en Bogotá,"Gi Group Staffing está buscando 60 vacantes:
 • Auxiliares de producción
 • Técnicos mecánicos industriales
 • Técnicos electrónicos
 • Prevendedores
 • Promotores mercaderistas
 • Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)
 Requisitos: Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).
 2 de octubre de 2025
 8:30 a.m. – 12:30 m.
 Centro Comercial Fiesta Suba – Cl. 147 #101-56
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:22:18
366,Empleo en Bogotá,"¡Atención Suba! 
Mañana 30 de septiembre llega la Unidad Móvil de la Agencia Distrital de Empleo con más de  oportunidades laborales en cargos como:
 Auxiliares de operaciones
 Asesores call center
 Conductores C2 y C3 
 Mercaderistas y vendedores TAT con moto 
 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
 Enfermeros y auxiliares de enfermería 
… ¡y muchos más perfiles!
 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
 Fecha: Mañana, 30 de septiembre
 Hora: 8:00 a.m. – 4:00 p.m.
Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:22:18
367,Empleo en Bogotá,"¡Hola, feliz martes!
Hoy hace frío en Bogotá, pero nuestra Unidad Móvil de Empleo ya está calentando baterías para ofrecerte las mejores oportunidades de trabajo y formación.",2025-10-14 15:22:19
368,Empleo en Bogotá,"La Unidad Móvil de Empleo empieza a rodar en Bogotá: primera parada, Suba
Ya estamos aquí para que conozcas vacantes, recibas asesoría y accedas a servicios gratuitos de intermediación laboral.
 Desde hoy hasta el 4 de octubre
 8:00 a. m. – 4:00 p. m.
 Más de 400 oportunidades laborales
 Plazoleta de acceso 1, C.C. Plaza Imperial
 Conoce todos los detalles aquí: https://desarrolloeconomico.gov.co/el-bus-del-empleo-empieza-a-rodar-en-bogota-primera-parada-suba/",2025-10-14 15:22:19
369,Empleo en Bogotá,"¡Atención Suba! 
Hoy la Unidad Móvil de la Agencia Distrital de Empleo está lista con más de 330 trabajos disponibles en cargos como:
 Auxiliares de operaciones
 Conductores C2 y C3 
 Call center ventas
 Mercaderistas y vendedores TAT con moto
 Enfermeros y auxiliares de enfermería… ¡y muchos más!
 Centro Comercial Plaza Imperial – Entrada 1
 Del 30 de septiembre al 4 de octubre
 Lunes a viernes: 8 a.m. – 4 p.m.
 Sábado: hasta el mediodía
Trae tu hoja de vida y documento de identificación. ¡El empleo está más cerca de lo que crees!",2025-10-14 15:22:19
370,Empleo en Bogotá,"Vacante para bachilleres
Esta convocatoria de empleo presencial es para ti.
Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.
 Nivel educativo: Bachiller
 Experiencia: Con o sin experiencia
 Contrato: Indefinido
 Horario: Rotativo
 ¿Cuándo?: Miércoles 1 de octubre de 2025
 Hora: 8:00 a.m a 12:00 m
 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:22:19
371,Empleo en Bogotá,"🔎 *Gi Group Staffing está buscando 60 vacantes:*

	•	Auxiliares de producción
	•	Técnicos mecánicos industriales
	•	Técnicos electrónicos
	•	Prevendedores
	•	Promotores mercaderistas
	•	Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)

👉 *Requisitos:* Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).

📅 2 de octubre de 2025
⏰ 8:30 a.m. – 12:30 m.
📍 Centro Comercial Fiesta Suba – Cl. 147 #101-56

✅ *Confirma tu asistencia aquí:* https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:22:19
372,Empleo en Bogotá,"🚨 ¡Atención Suba! 🚨

Mañana 30 de septiembre llega la *Unidad Móvil de la Agencia Distrital de Empleo* con más de 3️⃣3️⃣0️⃣ oportunidades laborales en cargos como:

🔹 Auxiliares de operaciones
🔹 Asesores call center
🔹 Conductores C2 y C3 🚛
🔹 Mercaderistas y vendedores TAT con moto 🏍️
🔹 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
🔹 Enfermeros y auxiliares de enfermería 👩‍⚕️
… ¡y muchos más perfiles!

📍 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
🗓️ Fecha: Mañana, 30 de septiembre
⏰ Hora: 8:00 a.m. – 4:00 p.m.

Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:22:20
373,Empleo en Bogotá,3️⃣,2025-10-14 15:22:20
374,Empleo en Bogotá,0️⃣,2025-10-14 15:22:20
375,Empleo en Bogotá,"🔵 Vacante para bachilleres

Esta convocatoria de empleo presencial es para ti.

Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.

📚 Nivel educativo: Bachiller
💡 Experiencia: Con o sin experiencia
📑 Contrato: Indefinido
🕒 Horario: Rotativo

📅 ¿Cuándo?: Miércoles 1 de octubre de 2025
🕜 Hora: 8:00 a.m a 12:00 m
📍 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).

📲 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:22:20
376,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:34:44
377,Empleo en Bogotá,618 k seguidores,2025-10-14 15:34:44
378,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:34:44
379,Empleo en Bogotá,"Aprende a utilizar Excel desde cero: fórmulas básicas, formatos y organización de datos para optimizar tareas cotidianas en el trabajo o estudio.
 Curso: Manejo básico de la herramienta de hojas de cálculo Excel
 Inicio: 21 de octubre del 2025
 Horario: Martes, miércoles y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/du4MYMbRu1djuFjW8",2025-10-14 15:34:44
380,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:34:45
381,Empleo en Bogotá,"Aprende a utilizar Excel desde cero: fórmulas básicas, formatos y organización de datos para optimizar tareas cotidianas en el trabajo o estudio.

📚 Curso: *Manejo básico de la herramienta de hojas de cálculo Excel*

📅 Inicio: 21 de octubre del 2025
🕘 Horario: Martes, miércoles y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 Inscríbete aquí: https://forms.gle/du4MYMbRu1djuFjW8",2025-10-14 15:34:45
382,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:39:29
383,Empleo en Bogotá,618 k seguidores,2025-10-14 15:39:29
384,Empleo en Bogotá,"¡Nuevos cursos con EXPERTA!
Fórmate gratis y con certificación en los sectores que están generando empleo en Bogotá, mi ciudad, mi casa.
 Retail y comercio
  Manufactura
  Logística
  Servicios administrativos
Tenemos más de 5.000 cupos para que des el siguiente paso en tu vida laboral.
 Inscríbete hasta el 20 de octubre en: https://desarrolloeconomico.gov.co/experta/",2025-10-14 15:39:29
385,Empleo en Bogotá,"¿Creas contenidos inmersivos en Bogotá? ¡Conecta tu talento con el mundo! 
Aplica a la Convocatoria #GenteConvergente y viaja al Geneva Digital Market - GDM 2025, del 3 al 6 de noviembre en Ginebra, Suiza. El Geneva Digital Market (GDM) es el corazón del Festival Internacional de Cine de Ginebra (GIFF), dedicado a la innovación audiovisual. Cada año reune a más de 800 profesionales suizos y europeos para explorar temas clave del sector audiovisual y las industrias creativas.
Se otorgarán 2 apoyos para gastos de participación por empresa (tiquetes, alojamiento y acreditación).
 Cierre: lunes 13 de octubre a las 7:00 p.m.
  Consulta las condiciones y postúlate: www.proimagenescolombia.com
#GenteConvergente es una iniciativa de la Alcaldía Mayor de Bogota, a través de #CulturaBogotá en alianza con Proimágenes Colombia.",2025-10-14 15:39:29
386,Empleo en Bogotá,¡Vamos con vacantes laborales!,2025-10-14 15:39:29
387,Empleo en Bogotá,"Vacante para profesionales 
Soluciones Tecnología y Servicios S.A. busca Ingeniero preventa.
 Nivel educativo: Profesional en Ingeniería de Sistemas, Industrial, Eléctrica, Electrónica o afines con especialización. 
 Experiencia: 24 meses
 Contrato: Término Indefinido
 Salario: $8.000.000
 Postúlate en: www.serviciodeempleo.gov.co",2025-10-14 15:39:29
